0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
184, -176, 
184, -176, 
184, -176, 
184, -176, 
184, -220, 
184, -176, 
184, -220, 
184, -176, 
0, 7, 
0, 7, 
0, -36, 
-44, 7, 
-44, 7, 
0, -36, 
0, 7, 
0, 7, 
43, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, -36, 
0, -36, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, -36, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
-44, 7, 
0, -36, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
-44, 7, 
0, 7, 
43, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
-44, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, -36, 
0, -36, 
0, -36, 
0, 7, 
43, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, -36, 
0, 7, 
0, 7, 
-44, 7, 
0, -36, 
0, -36, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
43, 7, 
0, 7, 
-44, -36, 
0, 7, 
0, 7, 
-44, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
0, 7, 
-44, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
43, 7, 
-44, 7, 
0, 7, 
0, -36, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
-44, -36, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, -36, 
0, 7, 
0, -36, 
0, -36, 
0, -36, 
43, 7, 
0, 7, 
-44, -36, 
-44, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, -36, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, -36, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
0, 7, 
